"Отдел","Контрагент","Итого","cnt_first","cnt_second"
Трубка и РВД,СтарыеДорогиПроект АО (БЕЛАРУСЬ),12849.19,1,0
Трубка и РВД,БетаИнвест ТОО (АРМЕНИЯ),36308.17,2,0
Трубка и РВД,"ООО Предприятие Материально- Технического Снабжения ""ОМ"",    г. Курск, ИНН 4631008739",451789.50,2,0
Трубка и РВД,"ОАО ""ПОЛИФАРМ""",7776.00,0,1
Трубка и РВД,МогилевИнновации АО (ГРУЗИЯ),51526.80,0,1
Трубка и РВД,НаровляИндустрия ООО (БЕЛОРУСЬ),2570.40,1,0
Отдел труб и штоков,"ЙОТА-КОМ ООО, Самара",1830101.57,1,1
Отдел труб и штоков,ЛЕС-ИНВЕСТ ООО,20622.60,1,0
Трубка и РВД,БайкалСтрой АО,18417.41,1,0
Трубка и РВД,"ОАО ""ОМСКОБЛСЕЛЬХОЗТЕХНИКА""",998307.82,3,3
Трубка и РВД,МюИнновации АО (РОССИЯ),20591.42,0,1
Отдел труб и штоков,МиорыКонсалт АО (ГРУЗИЯ),94083.55,0,1
Трубка и РВД,ЛюбаньТрейд АО (БЕЛАРУСЬ),1072746.99,4,3
Трубка и РВД,"Точка света (ООО ""Альфа"")",121333.25,1,0
Трубка и РВД,РоссоныМед ООО (УЗБЕКИСТАН),2575.80,1,0
Отдел труб и штоков,"АО ""ВАО АГРОХИМЭКСПОРТ""",5172059.62,6,4
Отдел труб и штоков,ВеткаИндустрия ООО (БЕЛОРУСЬ),2627645.26,6,3
Отдел труб и штоков,ЧечерскКонсалт АО (ГРУЗИЯ),3588.95,1,0
Отдел труб и штоков,ХОЗЯЙСТВО-ЭЛЕКТРО ООО,10461.55,1,1
Трубка и РВД,ИвацевичиСервис ООО (БЕЛАРУСЬ),187358.54,2,1
Отдел труб и штоков,СИГМА-КОМ ООО,1744397.37,4,5
Отдел труб и штоков,АЛЬФА-28 ООО,16899.89,2,1
Отдел труб и штоков,УНИКА-СТРОЙ ООО,58044.92,1,0
Трубка и РВД,ЖодиноИндустрия АО (МОЛДОВА),31771.08,1,0
Отдел труб и штоков,ХиХимия ООО,376901.39,2,3
Отдел труб и штоков,"ТАУ-ПЛЮС ООО, Тольятти",622982.91,2,0
Трубка и РВД,АльфаСтрой ООО,246915.04,3,0
Трубка и РВД,ХотимскСтрой АО (БЕЛАРУСЬ),24889.78,1,0
Трубка и РВД,ХойникиЭкспорт ТОО (БЕЛАРУСЬ),246114.02,3,3
Трубка и РВД,НюТрейд АО,5073182.44,6,5
Отдел труб и штоков,ЛиозноКонсалт ООО (АЗЕРБАЙДЖАН),376288.46,1,0
Трубка и РВД,НаровляМаш ТОО (ТУРКМЕНИСТАН),567876.96,1,1
Трубка и РВД,НаровляИнновации ООО (БЕЛАРУСЬ),37350.60,2,0
Трубка и РВД,"ОАО ""АЛТАЙКРАЙГАЗСЕРВИС""",27953.04,1,0
Трубка и РВД,ООО АВИКС ГРУПП,858749.48,6,5
Отдел труб и штоков,"Союз ""Торгово-промышленная палата Орловской области""",1025753.03,3,3
Трубка и РВД,РечицаСтрой АО (БЕЛАРУСЬ),2984.64,1,0
Трубка и РВД,ИркутскФинанс АО,16146.00,0,1
Трубка и РВД,ЛиозноПроект АО (БЕЛАРУСЬ),5200.95,0,1
Трубка и РВД,КировскКонсалт ООО (АЗЕРБАЙДЖАН),181867.87,0,5
Трубка и РВД,КлимовичиЭнерго ТОО (БЕЛАРУСЬ),47543.87,2,0
Отдел труб и штоков,ДЕПО-ТЕХ ООО,53527.67,1,0
Отдел труб и штоков,ТЕТА-СТРОЙ ООО,2446999.09,6,5
Отдел труб и штоков,БерезаСервис АО (БЕЛАРУСЬ),76822.26,1,1
Отдел труб и штоков,ПолоцкИнновации ООО (БЕЛАРУСЬ),1100367.51,1,1
Отдел труб и штоков,ЕльскПроект АО (БЕЛАРУСЬ),5494274.38,1,0
Трубка и РВД,БорисовТранс ООО (АЗЕРБАЙДЖАН),38455.84,1,1
Трубка и РВД,КопыльСервис ООО (БЕЛАРУСЬ),14688.00,1,0
Трубка и РВД,КомаринТрейд АО (БЕЛАРУСЬ),427903.32,2,1
Трубка и РВД,КировскЭнерго ТОО (ТУРКМЕНИСТАН),136641.00,0,2
Трубка и РВД,ЦимлянскСтроительство ТОО (ТУРКМЕНИСТАН),240028.84,0,2
Трубка и РВД,ЕнисейКом АО (УКРАИНА),25898.74,1,2
Отдел труб и штоков,ТАУ-СТРОЙ ООО,997304.57,6,3
Отдел труб и штоков,МстиславльИнновации ООО (АЗЕРБАЙДЖАН),3494372.69,5,3
Трубка и РВД,ПружаныМед ООО (БЕЛАРУСЬ),950400.00,1,0
Отдел труб и штоков,СтолинКонсалт ООО (АЗЕРБАЙДЖАН),6500.00,1,0
Трубка и РВД,ЧаусыСервис АО (БЕЛАРУСЬ),28866.37,0,3
Трубка и РВД,ЛепельЭнерго ООО (БЕЛАРУСЬ),162581.09,0,2
Трубка и РВД,ЭлистаФарма АО (УКРАИНА),8510.40,1,0
Отдел труб и штоков,КАППА-ИНВЕСТ ООО,252979.20,2,0
Трубка и РВД,ОсиповичиТранс АО (ГРУЗИЯ),37911.78,2,2
Трубка и РВД,КостюковичиФинанс ООО (БЕЛОРУСЬ),128700.00,2,0
Трубка и РВД,АстанаПроект ООО (УЗБЕКИСТАН),32513.93,1,1
Отдел труб и штоков,АЛЬФА-32 ООО,688703.19,2,0
Отдел труб и штоков,КостюковичиСервис ООО (БЕЛАРУСЬ),273499.81,6,3
Отдел труб и штоков,ЭТА-ТОРГ ООО,1617194.84,3,2
Трубка и РВД,ПружаныИндустрия АО (БЕЛАРУСЬ),30240.00,0,1
Трубка и РВД,ТюменьСервис АО,114660.00,2,1
Отдел труб и штоков,АЛЬФА-СТРОЙ ООО,23634.20,1,0
Трубка и РВД,ОсиповичиКом АО (БЕЛАРУСЬ),184062.35,0,1
Трубка и РВД,СлуцкТрейд АО (ГРУЗИЯ),14401.59,0,2
Отдел труб и штоков,"ПАО АК ""РУБИН"" ПАО ""АВИАЦИОННАЯ КОРПОРАЦИЯ ""РУБИН""",32360287.27,6,5
Отдел труб и штоков,НЮ-ТОРГ ООО,2004294.19,6,5
Трубка и РВД,КостюковичиСервис АО (БЕЛАРУСЬ),89376.14,1,2
Отдел труб и штоков,УНИВЕСТ ООО,262778.47,4,2
Отдел труб и штоков,"ДЕЛЬТА-ТОРГ ООО, Новосибирск",111931.46,1,0
Трубка и РВД,МстиславльФарма ООО (БЕЛАРУСЬ),191762.04,2,3
Трубка и РВД,СтарыеДорогиКом ТОО (ТУРКМЕНИСТАН),7294.08,0,1
Трубка и РВД,ТолочинКом ООО (ТАДЖИКИСТАН),28306.50,2,1
Отдел труб и штоков,"ДЕЛЬТА-МАШ ООО, Новосибирск",480281.46,0,3
Трубка и РВД,СаратовТех АО,52667.84,2,2
Трубка и РВД,ЖодиноМаш ООО (ТАДЖИКИСТАН),9125.21,1,0
Отдел труб и штоков,ИвановоИндустрия ТОО (АРМЕНИЯ),1219.00,1,0
Отдел труб и штоков,ГанцевичиКонсалт ТОО (КАЗАХСТАН),1171220.94,3,3
Трубка и РВД,БрагинСервис ООО (БЕЛОРУСЬ),117848.20,1,1
Отдел труб и штоков,КСИ-КОМ ООО,450430.27,4,2
Трубка и РВД,ЯрославльЭкспорт АО (УКРАИНА),260061.72,1,2
Трубка и РВД,"Союз ""Торгово-промышленная палата Орловской области""",10368.00,0,1
Трубка и РВД,ПинскЭнерго ООО (ТАДЖИКИСТАН),6223.92,1,0
Трубка и РВД,КобринМед ООО (БЕЛАРУСЬ),279901.90,2,3
Отдел труб и штоков,ЧаусыТех ТОО (ТУРКМЕНИСТАН),174186.60,2,1
Трубка и РВД,"ООО ""АВТО-ГРУПП""",3510.00,1,0
Трубка и РВД,"АО ""АНГГ""",16544.61,1,1
Трубка и РВД,РадугаПроект ООО (ТАДЖИКИСТАН),4222.80,0,1
Трубка и РВД,"ООО ""АМА ПРОДАКШН""",14785.20,0,3
Отдел труб и штоков,ЛЕНИНГРАД ООО,67898.14,3,2
Трубка и РВД,МикашевичиСервис ООО (БЕЛАРУСЬ),12700.80,0,1
Отдел труб и штоков,КлимовичИндустрия АО (МОЛДОВА),12800.00,1,0
Отдел труб и штоков,"ЙОТА-ЭЛЕКТРО ООО, Самара",662378.93,6,5
Отдел труб и штоков,АЛЬФА-20 ООО,1359612.10,3,2
Отдел труб и штоков,НЮ-КОМ ООО,832302.49,5,2
Трубка и РВД,ГлубокоеПроект ТОО (КИРГИЗИЯ),60559.20,1,1
Отдел труб и штоков,РО-ПЛЮС ООО,190912.68,0,1
Трубка и РВД,ЛиозноПроект ТОО (КИРГИЗИЯ),38844.00,0,1
Отдел труб и штоков,ЗЕНИТ-КРАСНОДАР ООО,1000.00,0,1
Отдел труб и штоков,РоссоныЭнерго ООО (БЕЛАРУСЬ),18900.00,0,1
Отдел труб и штоков,СенненскийМед ООО (УЗБЕКИСТАН),59714.94,1,0
Трубка и РВД,БрагинКом ТОО (ТУРКМЕНИСТАН),187327.56,2,2
Трубка и РВД,КокшетауКонсалт ТОО (КАЗАХСТАН),284961.96,3,3
Трубка и РВД,Амурсвязь,9679.68,1,0
Отдел труб и штоков,СИГМА-ПЛЮС ООО,8941458.77,6,4
Трубка и РВД,ЧелябинскКом ТОО (ТУРКМЕНИСТАН),942.48,0,1
Трубка и РВД,ЖитковичиКом АО (БЕЛАРУСЬ),83181.80,2,1
Отдел труб и штоков,ЛьвовКом АО,56988.93,2,0
Отдел труб и штоков,"ПИ-КОМ ООО, Краснодар",604291.57,6,3
Трубка и РВД,СтолбцыМаш ТОО (ТУРКМЕНИСТАН),1166233.02,3,3
Отдел труб и штоков,"КСИ-ИНВЕСТ ООО, Пермь",78278.40,1,0
Отдел труб и штоков,ЭТА-КОМ ООО,204180.65,6,4
Отдел труб и штоков,БорисовКом ТОО (БЕЛАРУСЬ),20791630.30,6,5
Трубка и РВД,ЯкутскЭнерго ТОО,6004.80,0,1
Отдел труб и штоков,"АО ""ЦОФ ""АБАШЕВСКАЯ""",5861.98,1,0
Трубка и РВД,КлимовичЛогистика АО (БЕЛАРУСЬ),450526.12,2,4
Трубка и РВД,ЛьвовЭнерго АО,15658.92,0,1
Отдел труб и штоков,КобринМед ООО (БЕЛАРУСЬ),27417.46,0,1
Трубка и РВД,МстиславльСтрой АО (БЕЛАРУСЬ),38006.40,3,0
Трубка и РВД,КарачаевоЧеркесияИнновации АО,36445.62,3,2
Отдел труб и штоков,ИПСИЛОН-ПРОМ ООО,26661.63,2,0
Отдел труб и штоков,ДубровноИнвест ООО (БЕЛАРУСЬ),4265.93,1,0
Отдел труб и штоков,БобруйскФарма ТОО (КИРГИЗИЯ),611019.76,5,5
Трубка и РВД,ЛюбаньИндустрия ООО (БЕЛАРУСЬ),4474605.74,6,4
Трубка и РВД,ВеткаТрейд АО (БЕЛАРУСЬ),16458.83,1,0
Трубка и РВД,ХойникиИндустрия ООО (БЕЛАРУСЬ),4262.04,1,0
Отдел труб и штоков,ЭкибастузТех ООО (ТАДЖИКИСТАН),801571.98,6,3
Трубка и РВД,КлимовичиКонсалт ТОО (КАЗАХСТАН),23604.82,4,1
Трубка и РВД,КлимовичиФарма ООО (БЕЛАРУСЬ),528373.80,5,3
Отдел труб и штоков,"ПСИ-КОМ ООО, Ярославль",368822.48,6,2
Трубка и РВД,ЭкибастузТех ООО (ТАДЖИКИСТАН),4567.15,1,1
Трубка и РВД,ЛепельФарма АО (БЕЛАРУСЬ),1048.46,1,0
Трубка и РВД,"ООО ""КОРПОРАЦИЯ КВАЗАР""",7969.25,0,2
Трубка и РВД,УдмуртияИнновации АО (ГРУЗИЯ),34800.00,0,1
Отдел труб и штоков,ПИ-КОМ ООО,4346102.48,6,4
Трубка и РВД,ЕкатеринбургТранс ОАО,930701.40,5,2
Трубка и РВД,СлавгородМаш ТОО (ТУРКМЕНИСТАН),8492.55,0,1
Трубка и РВД,ТуровМед ТОО (БЕЛАРУСЬ),29812.96,1,0
Трубка и РВД,ФениксТранс ТОО (ТУРКМЕНИСТАН),13147.68,1,0
Отдел труб и штоков,КостюковичиМаш АО (РОССИЯ),186296.32,2,1
Трубка и РВД,ДрогичинЭкспорт АО (БЕЛАРУСЬ),86443.20,1,0
Трубка и РВД,"КБ ""ИНТЕРКОММЕРЦ"" (ООО)",6183.00,1,0
Трубка и РВД,ЛепельСтрой ТОО (БЕЛАРУСЬ),41977.15,0,1
Отдел труб и штоков,"ОМЕГА-ЭНЕРГО ООО, Владивосток",31517.08,0,1
Трубка и РВД,АРВЕСТА,14871.60,0,1
Отдел труб и штоков,АЛЬФА-38 ООО,19838.90,0,1
Трубка и РВД,СтолбцыИндустрия ООО (БЕЛОРУСЬ),15648.00,1,0
Трубка и РВД,КалинковичиТех АО (РОССИЯ),215863.49,1,0
Отдел труб и штоков,КАППА-ПЛЮС ООО,2183464.86,5,5
Трубка и РВД,КраснопольеИнвест АО (БЕЛАРУСЬ),10352.41,1,0
Трубка и РВД,ПермьЭнерго ООО,1869.62,1,0
Трубка и РВД,УральскЭкспорт АО (УКРАИНА),47247.41,1,0
Отдел труб и штоков,"АО ""АТЗ""",4729950.69,6,5
Трубка и РВД,МогилевКом АО (БЕЛАРУСЬ),2023.99,1,0
Отдел труб и штоков,ЯмалФарма АО,191471.41,2,4
Трубка и РВД,ЛепельКонсалт АО (ГРУЗИЯ),8659.76,0,1
Трубка и РВД,КарагандаФинанс АО (КАЗАХСТАН),81432.00,2,0
Трубка и РВД,КлимовичФинанс ТОО (АРМЕНИЯ),462810.19,1,1
Отдел труб и штоков,УРАЛШИНА ООО,104481.25,1,2
Трубка и РВД,ЖодиноЛогистика АО (БЕЛАРУСЬ),19784.25,3,0
Отдел труб и штоков,ГлубокоеМед ООО (УЗБЕКИСТАН),104517.48,4,2
Отдел труб и штоков,ЕЛЕКТРО-ИНЖ ООО,885700.99,6,5
Отдел труб и штоков,ИПСИЛОН-ЭЛЕКТРО ООО,1488421.03,5,5
Трубка и РВД,"ОАО ""Аппаратура дальней связи""",3240.00,0,1
